customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn
8681-ICONS,male,0,yes,yes,29,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,20.65,654.85,0
1355-KUSBG,female,0,yes,yes,7,yes,yes,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,48.8,349.8,0
9297-EONCV,female,0,no,no,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),91.35,6697.2,0
1022-RKXDR,female,0,no,no,41,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,mailed check,24.85,962.25,0
6994-KERXL,male,0,no,no,4,yes,no,dsl,no,no,no,no,no,yes,month-to-month,yes,electronic check,55.9,238.5,0
8929-KSWIH,male,0,no,no,25,yes,no,fiber optic,no,no,yes,yes,yes,yes,two year,no,bank transfer (automatic),99.3,2513.5,0
6770-XUAGN,female,0,yes,yes,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,electronic check,21.0,21.0,1
2030-BTZRO,male,0,yes,yes,6,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),20.4,107.6,0
2911-WDXMV,male,0,no,yes,18,yes,yes,fiber optic,no,no,yes,no,no,no,month-to-month,yes,credit card (automatic),80.55,1406.65,0
0080-EMYVY,female,0,no,no,14,yes,no,dsl,no,yes,no,no,no,no,one year,no,credit card (automatic),51.45,727.85,0
1684-FLBGS,female,0,yes,yes,23,yes,yes,dsl,no,yes,no,yes,yes,no,month-to-month,yes,credit card (automatic),69.5,1652.1,0
6092-QZVPP,male,0,no,no,36,yes,no,dsl,yes,no,yes,yes,yes,yes,month-to-month,yes,credit card (automatic),79.2,2854.95,0
7801-KICAO,female,0,no,no,18,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,74.15,1345.75,0
4936-YPJNK,female,0,no,no,10,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,19.9,199.45,0
2626-VEEWG,male,0,yes,yes,67,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),19.4,1284.2,0
2959-FENLU,female,0,no,no,9,yes,no,fiber optic,no,no,yes,no,no,yes,month-to-month,yes,credit card (automatic),85.3,781.4,0
8063-RJYNF,male,0,no,no,16,yes,no,fiber optic,yes,no,no,no,yes,yes,month-to-month,yes,electronic check,94.25,1483.25,1
2519-ERQOJ,male,1,no,no,33,no,no phone service,dsl,no,no,yes,yes,yes,yes,month-to-month,yes,electronic check,54.6,1803.7,0
5155-AZQPB,female,0,yes,yes,28,yes,yes,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,49.9,1410.25,0
7660-HDPJV,female,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.2,69.2,1
8800-ZKRFW,female,0,yes,yes,30,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,month-to-month,yes,electronic check,107.5,3242.5,0
4735-ASGMA,male,0,no,no,26,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,98.35,2515.3,1
4119-ZYPZY,male,1,no,no,71,yes,yes,fiber optic,no,yes,no,yes,yes,yes,two year,yes,electronic check,106.8,7623.2,0
2121-JAFOM,female,0,yes,no,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),115.55,8312.4,0
8958-JPTRR,female,0,yes,no,56,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,electronic check,24.3,1261.7,0
8242-SOQUO,female,1,no,no,5,yes,no,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,electronic check,84.7,392.5,0
0661-WCQNQ,male,0,yes,no,22,yes,no,dsl,yes,no,no,yes,no,no,one year,yes,credit card (automatic),56.25,1292.2,0
4366-CTOUZ,female,0,no,no,50,yes,no,fiber optic,no,yes,no,yes,yes,yes,two year,yes,mailed check,100.2,5038.45,0
2359-KMGLI,male,0,no,no,24,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,80.25,1861.5,1
0772-GYEQQ,male,0,no,no,3,yes,no,fiber optic,no,no,yes,yes,yes,no,month-to-month,yes,mailed check,88.35,262.05,1
6726-WEXXK,male,1,yes,no,27,yes,yes,fiber optic,yes,no,yes,no,no,no,one year,yes,electronic check,85.9,2220.1,0
8189-HBVRW,female,0,no,no,53,yes,yes,fiber optic,yes,yes,yes,no,no,no,month-to-month,no,electronic check,90.8,4921.2,0
4923-ADWXJ,female,0,no,no,25,yes,no,dsl,no,yes,no,yes,no,yes,month-to-month,yes,bank transfer (automatic),65.8,1679.65,0
5671-UUNXD,female,1,yes,no,50,yes,yes,fiber optic,no,no,no,yes,yes,yes,one year,yes,electronic check,100.65,5189.75,0
5397-NSKQG,male,0,yes,yes,67,no,no phone service,dsl,yes,no,no,no,yes,yes,two year,no,credit card (automatic),50.9,3281.65,0
9824-BEMCV,male,0,yes,yes,17,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.0,1149.65,1
8375-KVTHK,male,0,yes,no,68,yes,no,fiber optic,no,yes,no,yes,yes,yes,one year,yes,electronic check,100.3,6754.35,0
0691-NIKRI,female,0,no,no,40,yes,yes,fiber optic,no,no,yes,yes,yes,yes,one year,yes,credit card (automatic),105.95,4335.2,0
8652-YHIYU,female,0,no,yes,16,yes,yes,fiber optic,no,no,no,yes,no,no,one year,yes,credit card (automatic),79.5,1264.2,0
0323-XWWTN,male,0,no,yes,3,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,26.4,121.25,0
8996-ZROXE,male,1,no,no,57,yes,no,dsl,no,no,yes,yes,no,no,one year,yes,electronic check,53.5,3035.8,0
2866-IKBTM,female,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.55,19.55,0
6621-NRZAK,female,0,yes,yes,63,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),20.0,1209.25,0
8444-WRIDW,female,1,no,no,66,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,credit card (automatic),80.45,5224.35,1
5578-NKCXI,female,0,yes,yes,58,yes,no,fiber optic,yes,yes,no,no,yes,yes,one year,no,credit card (automatic),99.25,5846.65,0
6094-ZIVKX,female,0,no,no,68,yes,no,dsl,yes,no,yes,no,no,no,one year,yes,credit card (automatic),54.45,3674.95,0
7663-CUXZB,male,0,yes,no,59,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,no,electronic check,113.75,6561.25,0
0769-MURVM,female,0,yes,yes,72,no,no phone service,dsl,yes,yes,yes,yes,yes,yes,two year,no,bank transfer (automatic),65.7,4575.35,0
6818-DJXAA,female,0,no,yes,10,yes,no,fiber optic,no,no,yes,yes,yes,no,month-to-month,yes,electronic check,91.1,964.35,0
5322-TEUJK,female,0,yes,yes,71,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,no,bank transfer (automatic),114.6,8100.25,0
9364-YKUVW,male,0,no,no,15,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,19.8,309.4,0
5780-INQIK,female,0,no,no,8,yes,no,dsl,no,no,no,yes,no,no,month-to-month,no,electronic check,49.4,408.25,0
4831-EOBFE,male,0,yes,yes,29,yes,no,fiber optic,yes,no,no,no,yes,yes,month-to-month,no,credit card (automatic),94.65,2649.15,1
9970-QBCDA,female,0,no,no,6,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,credit card (automatic),19.7,129.55,0
9114-DPSIA,male,0,yes,yes,72,yes,yes,dsl,yes,yes,yes,yes,no,yes,two year,no,credit card (automatic),81.0,5750.0,0
6128-CZOMY,female,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,45.65,45.65,1
2432-TFSMK,male,0,no,no,18,yes,yes,fiber optic,no,no,yes,no,yes,no,one year,yes,credit card (automatic),89.6,1633.0,0
6828-HMKWP,male,0,yes,yes,12,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),21.05,262.05,0
9953-ZMKSM,male,0,no,no,63,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,25.25,1559.3,0
0601-WZHJF,male,0,yes,no,14,no,no phone service,dsl,no,no,no,no,yes,yes,month-to-month,no,electronic check,46.35,667.7,1
4693-VWVBO,female,0,no,no,3,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic check,19.55,61.05,0
9170-ARBTB,female,0,yes,yes,52,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,credit card (automatic),19.6,1012.4,0
7734-DBOAI,female,0,yes,yes,1,no,no phone service,dsl,no,no,no,yes,yes,no,month-to-month,no,electronic check,40.1,40.1,1
6661-EIPZC,female,0,yes,yes,48,no,no phone service,dsl,no,no,no,yes,no,no,month-to-month,yes,credit card (automatic),29.5,1423.05,0
5198-EFNBM,male,1,yes,no,57,yes,no,fiber optic,no,yes,yes,no,yes,no,one year,yes,electronic check,90.65,5199.8,0
4452-ROHMO,female,0,no,no,15,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.6,331.6,0
0221-NAUXK,male,0,no,yes,10,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,bank transfer (automatic),19.95,219.5,0
6341-JVQGF,female,0,yes,yes,31,yes,no,dsl,yes,no,yes,yes,yes,yes,one year,yes,mailed check,81.15,2545.75,0
7649-SIJJF,male,0,yes,no,71,yes,yes,dsl,yes,yes,yes,yes,no,yes,two year,yes,mailed check,80.1,5585.4,0
4587-NUKOX,female,0,no,no,3,yes,no,fiber optic,yes,yes,no,no,no,no,month-to-month,yes,electronic check,79.1,246.5,1
5117-IFGPS,male,1,yes,no,29,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,84.3,2357.75,0
5977-CKHON,female,0,yes,yes,43,yes,yes,fiber optic,no,no,yes,no,no,yes,month-to-month,yes,bank transfer (automatic),92.55,4039.0,0
4695-WJZUE,female,1,no,no,2,yes,yes,fiber optic,no,no,yes,no,no,yes,month-to-month,yes,electronic check,88.55,179.25,1
9978-HYCIN,male,1,yes,yes,47,yes,no,fiber optic,no,yes,no,no,yes,no,one year,yes,bank transfer (automatic),84.95,4018.05,0
0098-BOWSO,male,0,no,no,27,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,electronic check,19.4,529.8,0
5999-LCXAO,female,0,no,no,1,no,no phone service,dsl,yes,no,no,no,no,no,month-to-month,no,mailed check,29.9,29.9,0
8380-PEFPE,male,0,no,yes,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,71.65,71.65,1
7908-QCBCA,female,0,yes,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,mailed check,69.4,69.4,1
2433-KMEAS,male,0,no,no,22,yes,yes,dsl,yes,no,no,no,no,no,month-to-month,yes,electronic check,54.45,1127.35,1
4988-IQIGL,male,1,no,no,1,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,75.35,75.35,1
1236-WFCDV,male,1,no,no,14,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,no,credit card (automatic),90.45,1266.1,1
3126-WQMGH,female,0,yes,no,49,yes,yes,dsl,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),52.15,2583.75,0
6008-NAIXK,male,1,no,no,54,no,no phone service,dsl,no,yes,yes,no,yes,yes,one year,yes,electronic check,55.45,2966.95,0
0886-QGENL,female,1,yes,no,27,yes,no,fiber optic,yes,no,yes,no,yes,yes,month-to-month,yes,electronic check,101.25,2754.45,1
2799-ARNLO,female,1,yes,no,5,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.35,341.6,0
2725-KXXWT,male,0,yes,no,1,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,90.75,90.75,1
1465-LNTLJ,male,1,yes,no,8,yes,no,dsl,no,no,yes,yes,no,yes,month-to-month,yes,credit card (automatic),64.4,581.7,0
1268-ASBGA,female,1,yes,no,16,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,credit card (automatic),85.35,1375.15,1
3547-LQRIK,female,0,yes,no,47,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,electronic check,26.9,1250.85,0
5453-YBTWV,male,0,yes,yes,70,yes,no,fiber optic,yes,yes,yes,yes,yes,no,two year,yes,credit card (automatic),101.1,6994.8,0
4892-VLANZ,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.8,19.8,1
0281-CNTZX,male,0,yes,no,63,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),19.95,1234.8,0
9592-ERDKV,male,0,yes,no,37,yes,yes,dsl,yes,no,yes,no,yes,yes,one year,no,mailed check,79.25,2911.8,0
6439-LAJXL,male,0,yes,no,9,yes,no,dsl,yes,yes,no,yes,yes,no,month-to-month,yes,mailed check,68.95,593.85,0
4077-CROMM,female,0,yes,yes,31,yes,yes,fiber optic,no,no,yes,yes,yes,yes,month-to-month,yes,electronic check,104.2,3243.45,1
3133-PZNSR,male,0,yes,yes,72,yes,yes,fiber optic,yes,yes,no,yes,no,yes,two year,yes,credit card (automatic),97.75,6991.6,0
3956-MGXOG,female,0,no,no,28,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,80.6,2244.95,0
7096-ZNBZI,female,0,yes,no,72,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),26.45,1914.5,0
5168-MSWXT,male,0,yes,yes,8,yes,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,94.75,759.55,0
3486-HOOGQ,female,0,yes,yes,70,yes,yes,dsl,yes,yes,yes,yes,yes,no,two year,no,bank transfer (automatic),79.7,5743.3,0
2616-FLVQC,male,0,no,no,64,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.55,1240.15,0
0191-EQUUH,female,0,no,yes,25,no,no phone service,dsl,yes,no,no,yes,no,no,two year,no,bank transfer (automatic),35.05,844.45,0
5229-DTFYB,female,0,no,no,41,yes,no,fiber optic,no,yes,no,yes,yes,yes,two year,yes,bank transfer (automatic),98.8,3959.15,0
7812-FZHPE,female,0,yes,yes,17,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,24.1,409.9,1
9705-ZJBCG,female,0,yes,yes,13,yes,no,dsl,yes,no,no,yes,no,no,one year,no,bank transfer (automatic),54.15,701.05,0
1740-CSDJP,male,0,no,no,1,no,no phone service,dsl,no,no,no,no,no,yes,month-to-month,yes,bank transfer (automatic),35.25,35.25,1
1066-JKSGK,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.15,20.15,1
3392-EHMNK,female,0,yes,yes,67,yes,yes,fiber optic,no,yes,no,yes,yes,no,two year,no,credit card (automatic),94.1,6302.8,0
1228-FZFRV,male,0,yes,yes,50,yes,yes,fiber optic,yes,no,yes,no,yes,yes,month-to-month,no,credit card (automatic),105.95,5341.8,1
6942-LBFDP,female,0,no,no,2,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,20.55,33.6,0
0277-BKSQP,male,0,yes,yes,8,yes,no,dsl,no,no,no,no,yes,no,month-to-month,yes,electronic check,54.4,475.1,0
2495-INZWQ,male,0,no,no,4,no,no phone service,dsl,no,no,no,no,yes,yes,month-to-month,yes,electronic check,44.55,174.3,1
3717-OEAUQ,male,0,no,no,2,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,mailed check,70.7,129.2,0
2325-WINES,female,0,no,no,32,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,credit card (automatic),104.05,3416.85,0
6164-HXUGH,female,0,yes,yes,6,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.85,119.3,0
8617-ENBDS,male,0,no,no,3,yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,yes,credit card (automatic),73.6,232.5,0
1104-FEJAM,male,0,yes,yes,28,yes,yes,dsl,no,yes,no,no,no,yes,month-to-month,no,electronic check,64.4,1802.15,0
4719-UMSIY,male,0,no,yes,6,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.65,100.9,0
3737-GCSPV,female,0,yes,no,11,yes,yes,fiber optic,yes,no,no,yes,yes,no,month-to-month,yes,credit card (automatic),96.2,1222.05,1
4282-YMKNA,female,0,no,no,9,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,74.75,706.6,1
8605-ITULD,female,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.55,19.55,0
2842-BCQGE,male,0,no,no,43,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),75.35,3161.4,0
2080-SRCDE,female,0,no,yes,1,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,25.4,25.4,0
9019-QVLZD,female,0,no,no,1,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,no,electronic check,79.55,79.55,1
0853-TWRVK,male,0,yes,no,72,yes,yes,fiber optic,yes,yes,yes,yes,no,yes,two year,no,bank transfer (automatic),105.6,7581.5,0
9842-EFSYY,female,0,no,yes,4,no,no phone service,dsl,yes,yes,yes,no,yes,yes,month-to-month,yes,mailed check,57.2,223.75,0
1051-EQPZR,female,0,yes,yes,44,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.6,780.25,0
4291-HPAXL,male,0,no,yes,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.85,19.85,0
1428-IEDPR,male,0,no,no,52,yes,yes,fiber optic,yes,no,yes,yes,yes,yes,two year,yes,electronic check,109.3,5731.4,0
5176-OLSKT,female,0,yes,no,66,yes,yes,dsl,yes,yes,yes,no,no,no,two year,no,bank transfer (automatic),66.9,4370.25,0
1710-RCXUS,male,0,yes,no,51,yes,yes,fiber optic,no,yes,no,no,no,yes,one year,yes,credit card (automatic),90.35,4614.55,0
6253-WRFHY,male,0,yes,yes,13,yes,no,dsl,no,no,no,no,yes,yes,one year,yes,electronic check,64.75,877.35,0
8903-XEBGX,male,0,no,yes,2,yes,no,dsl,no,no,no,no,no,yes,month-to-month,yes,electronic check,55.3,108.65,0
3585-ISXZP,female,0,no,no,8,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,no,bank transfer (automatic),95.65,778.1,1
6437-UDQJM,female,1,yes,no,72,yes,yes,dsl,yes,yes,yes,no,yes,yes,two year,yes,credit card (automatic),84.1,6129.65,0
3413-CSSTH,male,0,no,no,41,yes,yes,dsl,no,no,yes,no,no,no,month-to-month,yes,bank transfer (automatic),55.7,2237.55,0
3982-DQLUS,male,1,yes,yes,65,yes,yes,fiber optic,yes,yes,no,no,no,no,month-to-month,yes,electronic check,85.75,5688.45,0
4116-IQRFR,male,0,yes,yes,4,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,credit card (automatic),24.1,73.1,0
2209-XADXF,female,0,no,no,1,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,no,bank transfer (automatic),25.25,25.25,0
5066-GFJMM,female,0,yes,no,3,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,19.9,45.75,0
0188-GWFLE,male,0,no,no,2,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.05,33.7,0
